区域,房源维护时间,房源编号,租赁方式,房屋类型厅室,房屋类型面积,房屋类型精装修,经纪人,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金,押金,服务费,中介费
顺义 顺义城 石园东区,2020/4/22,BJ2495630300357599232,整租,1室1厅1卫,63㎡,#,秦冬梅,63㎡,南 北,今天,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,需咨询,3000,3000,0,3000
朝阳 朝阳其它 海棠公社,2020/4/22,BJ2494727339360133120,整租,1室1厅1卫,54㎡,精装修,罗刚,54㎡,西北,今天,随时入住,中楼层/20层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,3800,3800,0,3800
通州 九棵树(家乐福) 中泽家园,2020/4/22,BJ2500604139395096576,整租,1室1厅1卫,57㎡,#,曹阳,57㎡,南,今天,2020/4/30,低楼层/6层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,2700,2700,0,2700
朝阳 立水桥 东方郁金香,2020/4/21,BJ2499099015476682752,整租,1房间1卫,41㎡,精装修,赵永福,41㎡,北,1天前,2020/5/1,中楼层/14层,有,租用车位,民水,民电,无,集中供暖,2年以内,需提前预约,季付,4200,4200,0,4200
大兴 天宫院南 天恒旭辉7号院,2020/4/16,BJ2497614059105419264,整租,3房间1卫,37㎡,精装修,李会,37㎡,西,6天前,随时入住,中楼层/7层,有,租用车位,商水,商电,有,集中供暖,3年以内,需提前预约,季付,2100,2100,0,2100
顺义 顺义其它 金地未未来,2020/4/19,BJ2498403049849503744,整租,1室1厅1卫,42㎡,#,刘思奇,42㎡,东,3天前,随时入住,低楼层/10层,有,暂无数据,暂无数据,暂无数据,无,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
昌平 沙河 北街家园六区,2020/4/20,BJ2498602145180557312,整租,1室0厅1卫,29㎡,精装修,李艳丽,29㎡,西,2天前,2020/5/14,高楼层/18层,有,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2400,2400,0,2400
东城 永定门 城市亮点,2020/4/22,BJ2498296089175146496,整租,1室1厅1卫,47㎡,#,高航,47㎡,西,今天,2020/4/30,低楼层/12层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4350,4350,0,4350
顺义 顺义其它 炫立方,2020/4/15,BJ2499319997810352128,整租,2房间1卫,46㎡,#,吕杰,46㎡,西,7天前,随时入住,低楼层/15层,有,暂无数据,商水,商电,无,集中供暖,2年以内,需提前预约,需咨询,3000,3000,0,3000
顺义 马坡 首开中晟广场,2020/4/21,BJ2499244226727395328,整租,2房间1卫,42㎡,精装修,赵英淼,42㎡,南,1天前,随时入住,中楼层/10层,有,暂无数据,商水,商电,有,自采暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
东城 左安门 天坛东路64号,2020/4/18,BJ2499386878596759552,整租,2室1厅1卫,51㎡,#,李文超,51㎡,东,4天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4800,4800,0,4800
房山 长阳 加州水郡四期,2020/4/20,BJ2499778737001218048,整租,1室1厅1卫,58㎡,#,马敏,58㎡,南,2天前,2020/5/4,低楼层/14层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,2600,2600,0,2600
亦庄开发区 亦庄开发区其它 南海雅苑北区,2020/4/22,BJ2497147812136099840,整租,2室1厅1卫,74㎡,精装修,孙玲玲,74㎡,东 西,今天,随时入住,低楼层/22层,无,暂无数据,暂无数据,暂无数据,有,暂无数据,3年以内,需提前预约,季付,3800,3800,0,3800
朝阳 常营 北京新天地二期,2020/4/15,BJ2499866683754692608,整租,1室1厅1卫,62㎡,#,秦梦杰,62㎡,北,7天前,2020/5/1,低楼层/28层,有,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,需咨询,4800,4800,0,4800
顺义 顺义城 仓上小区,2020/4/16,BJ2497085174333054976,整租,2室1厅1卫,62㎡,精装修,侯梅荣,62㎡,南 北,6天前,2020/4/30,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3100,3100,0,3100
亦庄开发区 亦庄开发区其它 棠颂雅苑,2020/4/16,BJ2496139274743709696,整租,2室1厅1卫,80㎡,#,齐文文,80㎡,东 西,6天前,随时入住,低楼层/22层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4000,4000,0,4000
大兴 大兴其它 鹿海园三里,2020/4/22,BJ2496977899127570432,整租,1室1厅1卫,59㎡,#,张全东,59㎡,南 北,今天,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3100,3100,0,3100
朝阳 CBD 光辉里小区,2020/4/20,BJ2496381543698931712,整租,2室1厅0卫,47㎡,#,卢良晨,47㎡,南,2天前,随时入住,高楼层/4层,无,租用车位,暂无数据,暂无数据,有,集中供暖,1年以内,需提前预约,季付,5000,5000,0,5000
亦庄开发区 亦庄 国融国际,2020/4/22,BJ2498590626976120832,整租,1室0厅1卫,43㎡,#,徐昕阳,43㎡,西,今天,2020/5/1,高楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3800,3800,0,3800
房山 良乡 北关东路社区,2020/4/19,BJ2499774101649375232,整租,2室1厅1卫,50㎡,#,金学娇,50㎡,南,3天前,2020/4/30,中楼层/5层,无,免费使用,民水,民电,暂无数据,暂无数据,2年以内,需提前预约,季付,2300,2300,0,2300
朝阳 管庄 周井大院,2020/4/22,BJ2499814121080897536,整租,1室1厅1卫,45㎡,精装修,孟凯琦,45㎡,南,今天,随时入住,低楼层/5层,无,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,季付,4500,4500,0,4500
朝阳 豆各庄 青荷里南山园,2020/4/22,BJ2500492366427717632,整租,2室1厅1卫,86㎡,精装修,于洋,86㎡,南 北,今天,2020/5/1,低楼层/31层,有,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4600,4600,0,4600
朝阳 东坝 东泽园,2020/4/15,BJ2498379932481363968,整租,3室1厅1卫,90㎡,#,马亚男,90㎡,南 西 北,7天前,随时入住,中楼层/21层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,4500,4500,0,4500
丰台 旧宫 六营门小区,2020/4/22,BJ2499178860143722496,整租,2室1厅1卫,58㎡,#,贾浩誉,58㎡,南 北,今天,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,暂无数据,3年以上,需提前预约,季付,3200,3200,0,3200
丰台 看丹桥 新华街一里,2020/4/20,BJ2497016426628653056,整租,1室1厅1卫,40㎡,#,田娅,40㎡,南,2天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,3300,3300,0,3300
顺义 顺义其它 首创派尚国际,2020/4/19,BJ2496499546390544384,整租,1室1厅1卫,42㎡,#,刘二春,42㎡,南,3天前,随时入住,中楼层/11层,有,免费使用,商水,商电,无,集中供暖,3年以内,需提前预约,季付,2600,2600,0,2600
朝阳 亚运村 安慧北里逸园,2020/4/20,BJ2499308418091982848,整租,2室1厅1卫,60㎡,#,邵帅,60㎡,南,2天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,1~3个月,需提前预约,月付,5000,5000,0,5000
西城 广安门 荣丰2008,2020/4/21,BJ2499914242715549696,整租,1室0厅1卫,29㎡,精装修,王雨婷,29㎡,南,1天前,2020/4/30,低楼层/20层,有,暂无数据,民水,民电,无,集中供暖,1年以内,需提前预约,季付,3900,3900,0,3900
朝阳 酒仙桥 酒仙桥十街坊,2020/4/15,BJ2499866864218546176,整租,2室1厅1卫,50㎡,#,丁辉,50㎡,南,7天前,2020/5/1,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以上,需提前预约,季付,5000,5000,0,5000
海淀 海淀北部新区 北分厂,2020/4/19,BJ2499763921452539904,整租,2室1厅1卫,50㎡,#,李迎豪,50㎡,南,3天前,随时入住,低楼层/3层,无,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,需咨询,4200,4200,0,4200
大兴 天宫院南 龙熙顺景,2020/4/10,BJ2414986417651589120,整租,2室1厅2卫,125㎡,#,王琳,125㎡,东 西,12天前,随时入住,低楼层/12层,有,免费使用,暂无数据,民电,有,集中供暖,2年以内,需提前预约,季付,2500,2500,0,2500
昌平 北七家 温泉花园A区,2020/4/15,BJ2336181513550839808,整租,2室1厅1卫,65㎡,#,张文涛,65㎡,南 北,7天前,随时入住,低楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2999,2999,0,2999
顺义 李桥 馨港庄园三区,2020/4/11,BJ2492589233983209472,整租,1室1厅1卫,68㎡,#,何欢欢,68㎡,南,11天前,2020/4/30,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2700,2700,0,2700
海淀 海淀北部新区 西六砖瓦厂家属楼,2020/4/12,BJ2402171413923364864,整租,2室1厅1卫,56㎡,精装修,范丽佳,56㎡,南,10天前,随时入住,中楼层/5层,无,免费使用,暂无数据,暂无数据,有,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500
朝阳 东坝 单店西村,2020/4/12,BJ2489752459279876096,整租,2室1厅1卫,56㎡,#,尹秋英,56㎡,南 北,10天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,4200,4200,0,4200
门头沟 滨河西区 新桥南大街,2020/4/15,BJ2398332089666633728,整租,2室1厅1卫,55㎡,精装修,刘娜,55㎡,南 北,7天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,半年付,2500,2500,0,2500
通州 潞苑 疃里庄园,2020/4/14,BJ2328285955028959232,整租,3室1厅1卫,105㎡,#,周岩,105㎡,南 北,8天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,2900,2900,0,2900
顺义 顺义城 石园北区,2020/4/14,BJ2485489611804254208,整租,2室1厅1卫,72㎡,#,张佳奇,72㎡,南 北,8天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
朝阳 东坝 金隅悦和园,2020/4/13,BJ2384516924177924096,整租,1室1厅1卫,61㎡,#,代晓燕,61㎡,东,9天前,随时入住,高楼层/28层,有,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,4200,4200,0,4200
朝阳 十里河 周庄嘉园南里,2020/4/6,BJ2484538197653061632,整租,2室1厅1卫,57㎡,#,陈晓磊,57㎡,西,16天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5000,5000,0,5000
海淀 海淀北部新区 温泉路45号院,2020/4/15,BJ2488407576497364992,整租,2室1厅1卫,75㎡,#,王婉莹,75㎡,南 北,7天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,无,集中供暖,1年以内,需提前预约,需咨询,4500,4500,0,4500
房山 良乡 昊天温泉家园,2020/4/15,BJ2367974103593525248,整租,2室2厅2卫,93㎡,#,崔延峰,93㎡,南 北,7天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2300,2300,0,2300
朝阳 朝阳其它 绿丰家园,2020/4/12,BJ2472601241277448192,整租,2室2厅1卫,90㎡,精装修,岳艳平,90㎡,南 北,10天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,季付,4500,4500,0,4500
朝阳 首都机场 首都机场南路西里,2020/4/7,BJ2429060722995765248,整租,2室1厅1卫,60㎡,精装修,薛政铎,60㎡,南 北,15天前,随时入住,中楼层/5层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3500,3500,0,3500
顺义 马坡 龙湖大名居,2020/4/11,BJ2492548661666381824,整租,2室1厅1卫,88㎡,#,薛猛,88㎡,西南 北,11天前,随时入住,中楼层/8层,有,暂无数据,暂无数据,暂无数据,有,集中供暖,1年以内,需提前预约,季付,3000,3000,0,3000
门头沟 滨河西区 门头沟月季园,2020/4/8,BJ2491872761749192704,整租,1室1厅1卫,64㎡,#,赵旭,64㎡,南,14天前,随时入住,中楼层/6层,无,免费使用,民水,民电,暂无数据,暂无数据,2年以内,需提前预约,年付,2300,2300,0,2300
大兴 大兴其它 新兴家园,2020/4/15,BJ2399942269072580608,整租,2室1厅1卫,90㎡,#,王健,90㎡,南 北,7天前,随时入住,低楼层/10层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
昌平 北七家 冠雅苑,2020/4/7,BJ2345551905565966336,整租,2室1厅1卫,73㎡,#,李佳霖,73㎡,南 北,15天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3000,3000,0,3000
顺义 马坡 马坡花园一区,2020/4/9,BJ2481152726776954880,整租,2室1厅1卫,77㎡,#,马从刚,77㎡,南 北,13天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2900,2900,0,2900
朝阳 双桥 广播大院,2020/4/13,BJ2369996106835689472,整租,2室1厅1卫,59㎡,#,高继禄,59㎡,南 北,9天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,无,集中供暖,暂无数据,需提前预约,季付,3500,3500,0,3500
朝阳 首都机场 南平里,2020/4/8,BJ2407015848692170752,整租,1室1厅1卫,57㎡,#,林上海,57㎡,南 北,14天前,随时入住,低楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,需咨询,3300,3300,0,3300
通州 潞苑 新潮嘉园一期,2020/4/10,BJ2389060001500241920,整租,1室1厅1卫,60㎡,#,王宏,60㎡,南,12天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以上,需提前预约,季付,2700,2700,0,2700
石景山 苹果园 广宁村,2020/4/12,BJ2385435019708735488,整租,2室1厅1卫,62㎡,#,王书新,62㎡,南 北,10天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
门头沟 滨河西区 门头沟月季园,2020/4/8,BJ2491872761749192704,整租,1室1厅1卫,64㎡,#,赵旭,64㎡,南,14天前,随时入住,中楼层/6层,无,免费使用,民水,民电,暂无数据,暂无数据,2年以内,需提前预约,年付,2300,2300,0,2300
房山 窦店 金鑫苑,2020/4/15,BJ2410844825222905856,整租,4室2厅2卫,139㎡,#,王洋,139㎡,南 北,7天前,随时入住,高楼层/6层,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,需提前预约,需咨询,2500,2500,0,2500
通州 通州其它 首开缇香郡二期,2020/4/9,BJ2488381713672585216,整租,2室1厅1卫,82㎡,#,蒲德文,82㎡,南 北,13天前,随时入住,中楼层/11层,无,暂无数据,暂无数据,暂无数据,有,集中供暖,暂无数据,需提前预约,需咨询,2700,2700,0,2700
石景山 苹果园 广宁村,2020/4/12,BJ2367333734438944768,整租,2室1厅1卫,59㎡,#,刘朋迁,59㎡,南 北,10天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3300,3300,0,3300
丰台 卢沟桥 鑫融皓月,2020/4/15,BJ2433081894733086720,整租,1室1厅1卫,65㎡,#,卢亚平,65㎡,南 北,7天前,随时入住,中楼层/6层,无,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,半年付,3500,3500,0,3500
门头沟 滨河西区 新桥南大街,2020/4/13,BJ2474614702022598656,整租,2室1厅1卫,55㎡,#,刘娜,55㎡,南,9天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2500,2500,0,2500
朝阳 朝阳其它 绿丰家园,2020/4/12,BJ2472601241277448192,整租,2室2厅1卫,90㎡,精装修,岳艳平,90㎡,南 北,10天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,自采暖,3年以内,需提前预约,季付,4500,4500,0,4500
房山 良乡 昊天大街17号院,2020/4/15,BJ2394264092224258048,整租,2室1厅1卫,57㎡,#,宋腾飞,57㎡,东,7天前,随时入住,中楼层/5层,无,暂无数据,暂无数据,暂无数据,有,集中供暖,1年以内,需提前预约,季付,2000,2000,0,2000
房山 良乡 昊天温泉家园,2020/4/15,BJ2367974103593525248,整租,2室2厅2卫,93㎡,#,崔延峰,93㎡,南 北,7天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2300,2300,0,2300
朝阳 首都机场 首都机场南路西里,2020/4/7,BJ2429060722995765248,整租,2室1厅1卫,60㎡,精装修,薛政铎,60㎡,南 北,15天前,随时入住,中楼层/5层,无,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,3500,3500,0,3500
房山 良乡 行宫园一里,2020/4/13,BJ2493331159325884416,整租,2室1厅1卫,72㎡,精装修,李泽鹏,72㎡,南 北,9天前,随时入住,高楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,2400,2400,0,2400
顺义 李桥 馨港庄园三区,2020/4/14,BJ2482392631683063808,整租,1室1厅1卫,66㎡,#,林上海,66㎡,西南,8天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
顺义 顺义城 裕龙一区,2020/4/14,BJ2316428258616549376,整租,3室1厅1卫,86㎡,#,刘秀莲,86㎡,南 北,8天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,3000,3000,0,3000
丰台 丰台其它 崔村一里,2020/4/15,BJ2379040119572406272,整租,2室1厅1卫,61㎡,#,卢亚平,61㎡,南 北,7天前,随时入住,高楼层/5层,无,暂无数据,民水,民电,暂无数据,暂无数据,3年以内,需提前预约,季付,2700,2700,0,2700
朝阳 首都机场 南平里,2020/4/10,BJ2421786531997163520,整租,2室1厅1卫,64㎡,#,朱佳豪,64㎡,东 南 北,12天前,随时入住,高楼层/5层,无,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3200,3200,0,3200
朝阳 十八里店 世豪花园,2020/4/9,BJ2360730936687476736,整租,2室1厅1卫,71㎡,#,韩亚茹,71㎡,南 北,13天前,随时入住,低楼层/2层,无,暂无数据,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4500,4500,0,4500
石景山 城子 天翠阳光新城,2020/4/15,BJ2417923443509952512,整租,1室1厅1卫,56㎡,#,王书新,56㎡,南,7天前,随时入住,低楼层/16层,有,暂无数据,暂无数据,暂无数据,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
顺义 马坡 马坡花园一区,2020/4/15,BJ2385486469641797632,整租,1室1厅1卫,63㎡,#,马从刚,63㎡,南,7天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,2800,2800,0,2800
顺义 顺义城 港馨家园东区,2020/4/9,BJ2402817157852839936,整租,2室1厅1卫,75㎡,#,李国强,75㎡,南 北,13天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,3000,3000,0,3000
昌平 昌平其它 滤纸厂宿舍楼,2020/4/15,BJ2410883419673468928,整租,2室2厅1卫,59㎡,#,,59㎡,南 北,7天前,随时入住,低楼层/2层,无,暂无数据,民水,民电,暂无数据,集中供暖,暂无数据,需提前预约,需咨询,2000,2000,0,2000
